code,name_french,isco88,name_english
1431,"Directeur, cinéma",1319,"Manager, cinema"
1219,"Gestionnaire, service de nettoyage",1317,"Manager, cleaning service"
1223,"Gestionnaire, essais cliniques",1237,"Manager, clinical trials"
1221,"Gestionnaire, commercial",1233,"Manager, commercial"
1222,"Gestionnaire, communications : relations publiques",1234,"Manager, communications: public relations"
1330,"Directeurs et cadres de direction, technologies de l'information et des communications",1226,"Manager, communications: technology"
1344,"Gestionnaire, centre communautaire",1319,"Manager, community centre"
1213,"Gestionnaire, conformité",1231,"Manager, compliance"
1330,"Gérant, société de services informatiques",1317,"Manager, computer services company"
1330,"Gestionnaire, service informatique",1236,"Manager, computer services department"
1330,"Gestionnaire, systèmes informatiques",1236,"Manager, computer systems"
2522,"Gestionnaire, systèmes informatiques : administration des systèmes",2131,"Manager, computer systems: systems administration"
3332,"Responsable, conférence",3439,"Manager, conference"
1439,"Gestionnaire, centre de conférence",1319,"Manager, conference centre"
1323,"Gestionnaire, construction",1313,"Manager, construction"
1439,"Directeurs et gérants, services non classés ailleurs",1319,"Manager, contact centre"
3341,"Gestionnaire, équipe du centre de contact",4222,"Manager, contact centre team"
1213,"Gestionnaire, planification ministérielle",1229,"Manager, corporate planning"
1219,"Gestionnaire, Services corporatifs",1231,"Manager, corporate services"
1349,"Gestionnaire, Services correctionnels",1229,"Manager, correctional services"
1349,"Gestionnaire, services correctifs",1229,"Manager, corrective services"
1343,"Gérant, chalet : soins aux personnes âgées",1319,"Manager, cottage: aged care"
1344,"Gérant, chalet : services sociaux",1319,"Manager, cottage: welfare services"
1324,"Gestionnaire, service de messagerie",1226,"Manager, courier service"
1341,"Gérant, crèche",1319,"Manager, crèche"
1346,"Gestionnaire, coopérative de crédit",1317,"Manager, credit union"
1431,"Directeur, centre culturel",1319,"Manager, cultural centre"
2355,"Directeur, studio de danse : enseignement",2359,"Manager, dance studio: instructing"
2621,"Gestionnaire, données ",2431,"Manager, data "
1330,"Gestionnaire, opérations de données",1236,"Manager, data operations"
1330,"Gestionnaire, traitement des données",1236,"Manager, data processing"
2521,"Gestionnaire, base de données",2131,"Manager, database"
1341,"Gestionnaire, garderie : enfants",1319,"Manager, day care centre: children"
1323,"Gestionnaire, démolition",1313,"Manager, demolition"
1420,"Gérant, grand magasin",1314,"Manager, department store"
1211,"Gestionnaire, département : comptabilité",1231,"Manager, department: accounting"
1219,"Gestionnaire, département : administration",1231,"Manager, department: administration"
1211,"Gestionnaire, département : budgétisation",1231,"Manager, department: budgeting"
1219,"Gestionnaire, département : services aux entreprises",1227,"Manager, department: business services"
1219,"Responsable, département : nettoyage",1228,"Manager, department: cleaning"
1349,"Gestionnaire, département : activités culturelles",1229,"Manager, department: cultural activities"
1345,"Gestionnaire, département : éducation",1229,"Manager, department: education"
1212,"Gestionnaire, département : relations avec les employés",1232,"Manager, department: employee relations"
1211,"Responsable, département : finances",1231,"Manager, department: finance"
1411,"Responsable, département: hôtel",1225,"Manager, department: hotel"
1212,"Responsable, département : relations industrielles",1232,"Manager, department: industrial relations"
1212,"Responsable, département : relations industrielles",1232,"Manager, department: industrial relations"
1221,"Responsable, département : marketing",1233,"Manager, department: marketing"
1212,"Gestionnaire, département: personnel",1232,"Manager, department: personnel"
1439,"Responsable, département : production et opérations (agence de voyages)",1229,"Manager, department: production and operations (travel agency)"
1349,"Gestionnaire, département : loisirs",1229,"Manager, department: recreation"
1212,"Responsable, département : recrutement",1232,"Manager, department: recruitment"
1420,"Responsable, département : commerce de détail ",1224,"Manager, department: retail trade "
1221,"Responsable, département : ventes",1233,"Manager, department: sales"
1221,"Responsable, département : promotion des ventes",1233,"Manager, department: sales promotion"
1420,"Responsable, département: boutique",1224,"Manager, department: shop"
1349,"Responsable, département : activités sportives",1229,"Manager, department: sporting activities"
1420,"Responsable, département: supermarché",1224,"Manager, department: supermarket"
1324,"Gestionnaire, département : transport",1226,"Manager, department: transportation"
1420,"Directeur, département: commerce de gros",1224,"Manager, department: wholesale trade"
1212,"Gestionnaire, département : relations en milieu de travail",1232,"Manager, department: workplace relations"
2519,"Gestionnaire, déploiement : technologies de l’information et de la communication (TIC)",2139,"Manager, deployment: information and communication technology (ICT)"
1349,"Autres cadres de direction, services spécialisés non classés ailleurs",1229,"Manager, design service service"
1349,"Gestionnaire, service de conception",1229,"Manager, design service service"
1420,"Gérant, magasin discount",1314,"Manager, discount store"
1324,"Gestionnaire, distribution",1235,"Manager, distribution"
3514,"Manager, e-commerce : gestion de site web",3121,"Manager, e-commerce: managing website"
1349,"Gestionnaire, services d’urgence",1229,"Manager, emergency services"
1212,"Gestionnaire, relations avec les employés",1232,"Manager, employee relations"
3332,"Gestionnaire, événements",3439,"Manager, events"
1221,"Gestionnaire, exportations",1233,"Manager, exports"
1219,"Gestionnaire, installations",1228,"Manager, facilities"
1343,"Gestionnaire, établissement : soins aux personnes âgées",1319,"Manager, facility: aged care"
1344,"Gestionnaire, établissement : services sociaux",1319,"Manager, facility: welfare services"
1344,"Gestionnaire, services à la famille",1229,"Manager, family services"
1211,"Gestionnaire, finances",1231,"Manager, finance"
1349,"Gestionnaire, Services d’incendie",1229,"Manager, fire services"
6221,"Gestionnaire, pisciculture",1311,"Manager, fish farm"
1312,"Gestionnaire, écloserie",1311,"Manager, fish hatchery"
1213,"Gestionnaire, pêches : conservation",1229,"Manager, fisheries: conservation"
1312,"Gestionnaire, pêche : opérations de pêche",1311,"Manager, fisheries: fishing operations"
1213,"Gestionnaire, pêche: politique",1229,"Manager, fisheries: policy"
1312,"Gestionnaire, pêche: production",1311,"Manager, fisheries: production"
1324,"Gestionnaire, opérations aériennes",1226,"Manager, flight operations"
1349,"Gestionnaire, sécurité des vols",1229,"Manager, flight safety"
3435,"Gérant, étage: radiodiffusion",1229,"Manager, floor: broadcasting"
1311,"Gestionnaire, foresterie",1221,"Manager, forestry"
3341,"Manager, front office : hôpital ou école",4222,"Manager, front office: hospital or school"
3332,"Gestionnaire, fonctions",3439,"Manager, functions"
1420,"Gestionnaire, centre de jardinage",1314,"Manager, garden centre"
1219,"Gestionnaire, général : services aux entreprises",1317,"Manager, general: business services"
1439,"Gestionnaire, général : camping",1315,"Manager, general: camping site"
1439,"Directeur, général: parc de caravanes",1315,"Manager, general: caravan park"
1420,Directeur général : chaîne de magasins,1314,"Manager, general: chain store"
1219,"Directeur, général: nettoyage",1318,"Manager, general: cleaning"
1323,Directeur général : construction,1313,"Manager, general: construction"
1420,"Directeur, général: magasin discount",1314,"Manager, general: discount store"
1345,"Cadres de direction, éducation",1319,"Manager, general: education"
1312,Directeur général: pêche,1311,"Manager, general: fishing"
1420,"Gestionnaire, général : magasin de vente par correspondance",1314,"Manager, general: mail-order store"
1321,Directeur général : fabrication,1312,"Manager, general: manufacturing"
1322,"Gestionnaire, général : exploitation (exploitation minière)",1312,"Manager, general: operation (mining)"
1420,"Directeur, général : magasin en libre-service",1314,"Manager, general: self-service store"
1420,"Directeur, général: boutique",1314,"Manager, general: shop"
1324,"Gestionnaire, général : stockage",1316,"Manager, general: storage"
1324,Directeur général: transport,1316,"Manager, general: transport"
1439,"Directeur, général: agence de voyages",1319,"Manager, general: travel agency"
1420,"Directeurs et gérants, commerce de détail et de gros",1314,"Manager, general: wholesale trade"
1420,"Gérant, épicerie",1314,"Manager, grocery"
1411,"Gérant, maison d’hôtes",1315,"Manager, guest-house"
1342,"Gestionnaire, établissement de santé",1319,"Manager, health facility"
1342,"Gestionnaire, service de santé",1229,"Manager, health service"
1411,"Gérant, auberge de jeunesse",1315,"Manager, hostel"
1343,"Gérant, auberge: soins aux personnes âgées",1319,"Manager, hostel: aged care"
1344,"Gérant, auberge: services sociaux",1319,"Manager, hostel: welfare services"
1411,"Gérant, hôtel",1315,"Manager, hotel"
1344,"Gestionnaire, services de logement",1229,"Manager, housing services"
1212,"Gestionnaire, ressources humaines",1232,"Manager, human resources"
1330,"Gestionnaire, Développement des TIC",1236,"Manager, ICT development"
1324,"Gestionnaire, importations",1226,"Manager, imports"
1324,"Gestionnaire, importations et exportations",1226,"Manager, imports and exports"
1212,"Gestionnaire, relations industrielles",1232,"Manager, industrial relations"
2621,"Gestionnaire, information",2431,"Manager, information"
2522,"Gestionnaire, systèmes d’information : administration des systèmes",2131,"Manager, information systems: systems administration"
1330,"Gestionnaire, technologie de l’information ",1236,"Manager, information technology "
2522,"Gestionnaire, technologie de l’information : administration des systèmes",2131,"Manager, information technology: systems administration"
3252,"Gestionnaire, information : santé",4143,"Manager, information: health"
1439,"Gestionnaire, information: touriste",1319,"Manager, information: tourist"
3514,"Gestionnaire, information : gestion du site web",3121,"Manager, information: website management"
1411,"Gérant, auberge",1315,"Manager, inn"
1346,"Gérant, agence d’assurance",1317,"Manager, insurance agency"
1330,"Gestionnaire, fournisseur d’accès Internet",1317,"Manager, internet service provider"
1330,"Gestionnaire, fournisseur d’accès Internet",1317,"Manager, internet service provider"
1330,"Responsable, internet : département",1236,"Manager, internet: department"
1330,"Manager, internet : gestion d’entreprise",1317,"Manager, internet: managing business"
3514,"Manager, internet : gestion du site web",3121,"Manager, internet: managing website"
1330,"Gestionnaire, FAI",1317,"Manager, ISP"
1330,"Responsable, INFORMATIQUE",1236,"Manager, IT"
1341,"Gestionnaire, jardin d’enfants",1319,"Manager, kindergarten"
1349,"Gestionnaire, laboratoire",1229,"Manager, laboratory"
3342,"Gestionnaire, pratique juridique",3431,"Manager, legal practice"
1349,"Gestionnaire, service juridique",1229,"Manager, legal service"
1431,"Gérant, centre de loisirs",1319,"Manager, leisure centre"
1349,"Gestionnaire, bibliothèque",1229,"Manager, library"
1343,"Gérant, lodge : soins aux personnes âgées",1319,"Manager, lodge: aged care"
1344,"Gestionnaire, loge: services sociaux",1319,"Manager, lodge: welfare services"
1411,"Gérant, maison d’hébergement",1315,"Manager, lodging-house"
1324,"Responsable, logistique",1226,"Manager, logistics"
1324,"Gestionnaire, opérations de messagerie",1226,"Manager, mail operations"
1420,"Gestionnaire, magasin de vente par correspondance",1314,"Manager, mail-order store"
1321,"Gestionnaire, fabrication",1222,"Manager, manufacturing"
1221,"Gestionnaire, marketing",1233,"Manager, marketing"
3344,"Gestionnaire, pratique médicale",3431,"Manager, medical practice"
1322,"Gestionnaire, métallurgie",1222,"Manager, metallurgy"
1324,"Directeur, gare métropolitaine",1226,"Manager, metropolitan railway station"
1322,"Directeurs et cadres de direction, mines",1222,"Manager, mine"
1322,"Gestionnaire, exploitation minière",1222,"Manager, mining"
1411,"Gérant, motel",1315,"Manager, motel"
1349,"Directeur, musée",1229,"Manager, museum"
1330,"Gestionnaire, réseau",1236,"Manager, network"
1341,"Gérant, crèche : garde d’enfants",1319,"Manager, nursery: childcare"
1343,"Gestionnaire, maison de soins infirmiers",1319,"Manager, nursing home"
3341,"Gestionnaire, bureau",3439,"Manager, office"
1322,"Gestionnaire, installation offshore : pétrole ou gaz",1222,"Manager, offshore installation: oil or gas"
1311,"Gestionnaire, opérations : agriculture",1221,"Manager, operations: agriculture"
1330,"Gestionnaire, opérations : systèmes informatiques",1236,"Manager, operations: computer systems"
1312,"Gestionnaire, opérations : pêche",1311,"Manager, operations: fishing"
1311,"Gestionnaire, opérations : foresterie",1221,"Manager, operations: forestry"
1321,"Gestionnaire, opérations : fabrication",1222,"Manager, operations: manufacturing"
1322,"Gestionnaire, opérations : exploitation minière",1222,"Manager, operations: mining"
1212,"Gestionnaire, personnel",1232,"Manager, personnel"
1213,"Gestionnaire, planification : politique",1229,"Manager, planning: policy"
1213,"Gestionnaire, planification : stratégique",1229,"Manager, planning: strategic"
1322,"Gestionnaire, usine : exploitation minière",1222,"Manager, plant: mining"
1321,"Directeur, centrale : production d’électricité",1222,"Manager, plant: power generation"
1311,"Gestionnaire, plantation",1221,"Manager, plantation"
1341,"Manager, groupe de jeu",1319,"Manager, playgroup"
1213,"Gestionnaire, politique et planification",1229,"Manager, policy and planning"
1213,"Gestionnaire, élaboration des politiques",1229,"Manager, policy development"
1431,"Gérant, salle de billard",1319,"Manager, pool hall"
1324,"Gestionnaire, service postal",1226,"Manager, postal service"
1321,"Gestionnaire, centrale électrique",1222,"Manager, power station"
3342,"Gestionnaire, pratique : juridique",3431,"Manager, practice: legal"
3344,"Gestionnaire, pratique : médical",3431,"Manager, practice: medical"
1322,"Gestionnaire, traitement : exploitation minière",1222,"Manager, processing: mining"
1223,"Responsable, développement de produits",1237,"Manager, product development"
1321,"Directeurs et cadres de direction, industrie manufacturière",1312,"Manager, production and operations: manufacturing"
1311,"Directeur, production: agriculture",1221,"Manager, production: agriculture"
1312,"Gestionnaire, production : aquaculture",1311,"Manager, production: aquaculture"
1321,"Directeur, production : produits chimiques",1222,"Manager, production: chemicals"
1312,"Responsable, production : pêche",1311,"Manager, production: fishing"
1311,"Gestionnaire, production : foresterie",1221,"Manager, production: forestry"
1321,"Responsable, production : approvisionnement en gaz",1222,"Manager, production: gas supply"
1322,"Directeur, production : mine",1222,"Manager, production: mine"
1322,"Gestionnaire, production : extraction de pétrole et de gaz",1222,"Manager, production: oil and gas extraction"
1321,"Directeur, production : raffinerie de pétrole",1222,"Manager, production: oil refinery"
1321,"Directeur, production : raffinerie de pétrole",1222,"Manager, production: petroleum refinery"
1321,"Directeur, production : production d’électricité",1222,"Manager, production: power generation"
1322,"Directeur, production : carrière",1222,"Manager, production: quarry"
1321,"Responsable, production : gestion des déchets",1222,"Manager, production: waste management"
1321,"Responsable, production : approvisionnement et traitement de l’eau",1222,"Manager, production: water supply and treatment"
1223,"Responsable, programme: recherche",1237,"Manager, programme: research"
1323,"Gestionnaire, projet : génie civil",1223,"Manager, project: civil engineering"
1223,"Gestionnaire, projet : essais cliniques",1237,"Manager, project: clinical trials"
1323,"Gestionnaire, projet : construction",1223,"Manager, project: construction"
1330,"Gestionnaire, projet : technologie de l’information",1236,"Manager, project: information technology"
1223,"Gestionnaire, projet : recherche",1237,"Manager, project: research"
3334,"Gestionnaire, propriété",3413,"Manager, property"
1213,"Gestionnaire, politique publique",1229,"Manager, public policy"
1222,"Gestionnaire, relations publiques",1234,"Manager, public relations"
1349,"Gestionnaire, publication",1229,"Manager, publishing"
1324,"Responsable, Achats",1235,"Manager, purchasing"
1322,"Directeur, carrière",1222,"Manager, quarry"
1324,"Directeur, gare",1226,"Manager, railway station"
1311,"Gérant, ranch",1221,"Manager, ranch"
3332,"Gérant, réception: mariages",3439,"Manager, reception: weddings"
2621,"Gestionnaire, enregistrements",2431,"Manager, records"
3252,"Gestionnaire, dossiers : santé",4143,"Manager, records: health"
1212,"Gestionnaire, recrutement",1232,"Manager, recruitment"
1120,"Gestionnaire, régional",1210,"Manager, regional"
2519,"Gestionnaire, version : projets (TIC)",2139,"Manager, release: projects (ICT)"
2519,"Gestionnaire, version : systèmes (TIC)",2139,"Manager, release: systems (ICT)"
1223,"Gestionnaire, recherche",1237,"Manager, research"
1223,"Directeurs et cadres de direction, recherche-développement",1237,"Manager, research and development"
1343,"Gestionnaire, soins en établissement : maison de soins infirmiers",1229,"Manager, residential care: nursing home"
1412,"Gérant, restaurant",1315,"Manager, restaurant"
1420,"Gestionnaire, commerce de détail",1314,"Manager, retail"
1431,"Directeur, école d’équitation",1319,"Manager, riding school"
1221,"Directeur, ventes",1233,"Manager, sales"
5244,"Directeur, équipe de vente : centre d’appels",9113,"Manager, sales team: call centre"
5244,"Directeur, ventes : centre d’appels",9113,"Manager, sales: call centre"
1412,"Gérant, restaurant self-service",1315,"Manager, self-service restaurant"
1420,"Gérant, magasin libre-service",1314,"Manager, self-service store"
1420,"Gérant, boutique",1314,"Manager, shop"
1439,"Gérant, centre commercial",1319,"Manager, shopping centre"
3123,"Gestionnaire, site : bâtiment",1223,"Manager, site: building"
3123,"Gestionnaire, chantier : construction",1223,"Manager, site: construction"
1412,"Gérant, snack-bar",1315,"Manager, snack-bar"
1431,"Gérant, salle de snooker",1319,"Manager, snooker hall"
1213,"Gestionnaire, administration sociale",1229,"Manager, social administration"
1213,"Gestionnaire, planification sociale",1229,"Manager, social planning"
1344,"Cadres de direction, services sociaux",1229,"Manager, social services"
1344,"Gestionnaire, bien-être social",1229,"Manager, social welfare"
1344,"Gestionnaire, travail social",1229,"Manager, social work"
1431,"Directeur, centre sportif",1319,"Manager, sports centre"
3435,"Gestionnaire, scène",1229,"Manager, stage"
1420,"Gestionnaire, station, service",1314,"Manager, station, service"
1324,"Gestionnaire, stockage",1226,"Manager, storage"
1420,"Gestionnaire, magasin : vente au détail",1314,"Manager, store: retail"
1213,"Gestionnaire, planification stratégique",1229,"Manager, strategic planning"
1420,"Gérant, supermarché",1314,"Manager, supermarket"
1324,"Gestionnaire, fournitures",1235,"Manager, supplies"
1324,"Directeurs et cadres de direction, approvisionnement, distribution et assimilés",1226,"Manager, supply and distribution"
1324,"Gestionnaire, chaîne d’approvisionnement",1235,"Manager, supply chain"
1431,"Gérant, piscine",1319,"Manager, swimming pool"
1330,"Gestionnaire, développement de systèmes",1236,"Manager, systems development"
3341,"Gestionnaire, équipe : centre d’appels",4222,"Manager, team: call centre"
1330,"Gestionnaire, Services de télécommunications",1317,"Manager, telecommunications services"
1431,"Directeur, théâtre",1319,"Manager, theatre"
1431,"Gestionnaire, parc à thème",1319,"Manager, theme park"
5113,"Gestionnaire, visite",5113,"Manager, tour"
1324,"Gestionnaire, trafic",1226,"Manager, traffic"
1324,"Gestionnaire, transport",1226,"Manager, transport"
1324,"Gérant, entreprise de transport",1316,"Manager, transport company"
1439,"Gérant, agence de voyages",1319,"Manager, travel agency"
1312,"Gestionnaire, chalutier",1311,"Manager, trawler"
3121,"Gestionnaire, sous : mine",7111,"Manager, under: mine"
1324,"Gestionnaire, réseau de transport urbain",1226,"Manager, urban transit system"
1324,"Gestionnaire, entrepôt",1235,"Manager, warehouse"
3514,"Gestionnaire, site web",3121,"Manager, website"
1344,"Gestionnaire, centre d’aide sociale",1319,"Manager, welfare centre"
1344,"Gestionnaire, services sociaux",1229,"Manager, welfare services"
1212,"Gestionnaire, Relations en milieu de travail",1232,"Manager, workplace relations"
1322,"Gestionnaire, travaux : exploitation minière",1222,"Manager, works: mining"
1411,"Gérant, auberge de jeunesse",1315,"Manager, youth hostel"
1120,Directeur général,1210,Managing-director
5142,Manucure,5141,Manicurist
8121,"Manipulateur, laminoir",8122,"Manipulator, rolling-mill"
5241,Mannequin,5210,Mannequin
5162,Serviteur,5142,Manservant
1321,Fabricant,1312,Manufacturer
7323,"Marbler, bord: reliure",7345,"Marbler, edge: bookbinding"
7532,"Marqueur, vêtement",7435,"Marker, garment"
7316,"Marqueur, gravure sur verre",7323,"Marker, glass engraving"
7222,"Marqueur, métal",7222,"Marker, metal"
7213,"Marqueur, tôle",7213,"Marker, sheet metal"
7214,"Marqueur, métal structurel",7214,"Marker, structural metal"
6210,"Marqueur, bois",6141,"Marker, timber"
6210,"Marqueur, arbre",6141,"Marker, tree"
7522,"Marqueur, menuiserie",7422,"Marker, woodworking"
5244,"Marketeur, télémarketing",9113,"Marketer, telemarketing"
5244,"Marketeur, télévente",9113,"Marketer, telesales"
110,"Maréchal, air",110,"Marshal, air"
110,"Maréchal, chef de l’air",110,"Marshal, air chief"
110,"Maréchal, champ",110,"Marshal, field"
7112,Maçons,7113,"Mason, brick"
7112,"Maçon, construction",7122,"Mason, construction"
7113,"Maçon, monumental",7122,"Mason, monumental"
7113,"Maçon, pierre",7122,"Mason, stone"
7123,"Maçon, stuc",7133,"Mason, stucco"
3255,Masseur,3226,Masseur
3255,Masseuse,3226,Masseuse
4323,"Maître, char",4131,"Master, float"
1345,"Maître, chef",1229,"Master, head"
2330,"Maître, lycée",2320,"Master, high school"
2341,"Instituteurs, enseignement primaire",2331,"Master, primary education"
3435,"Maître, propriété: radiodiffusion",3474,"Master, property: broadcasting"
1324,"Maître, gare",1226,"Master, railway station"
3152,"Capitaine, navire: voies navigables intérieures",3142,"Master, ship: inland waterways"
3152,"Capitaine, navire: mer",3142,"Master, ship: sea"
1324,"Maître, gare: chemin de fer",1226,"Master, station: railway"
7531,"Maître, garde-robe",7433,"Master, wardrobe"
3514,"Master, web",3121,"Master, web"
2330,Master : enseignement secondaire,2320,Master: secondary education
7531,"Matcher, fourrure",7434,"Matcher, fur"
9313,"Mate, maçon",9313,"Mate, bricklayer's"
9313,"Mate, constructeur",9313,"Mate, builder's"
9313,"Mate, charpentier",9313,"Mate, carpenter's"
3152,"Mate, chef: navire",3142,"Mate, chief: ship"
3152,"Mate, premier",3142,"Mate, first"
3152,"Mate, deuxième",3142,"Mate, second"
3152,"Mate, navire",3142,"Mate, ship"
3152,"Mate, troisième",3142,"Mate, third"
2120,"Mathématiciens, actuaires et statisticiens",2121,Mathematician
1342,"Matrone, hôpital",2230,"Matron, hospital"
5151,"Matrone, entretien ménager",5121,"Matron, housekeeping"
1343,"Matron, établissement de soins infirmiers",2230,"Matron, nursing home facility"
2636,Maulana,2460,Maulana
1111,Maire,1110,Mayor
7412,"Mécanicien, fauteuil roulant : motorisé",7241,"Mechanic,  wheelchair: motorized"
7421,"Mécanicien, machine comptable",7243,"Mechanic, accounting-machine"
7233,"Mécanicien, machinerie agricole",7233,"Mechanic, agricultural machinery"
7127,"Mécanicien, équipement de climatisation",7233,"Mechanic, air conditioning equipment"
7232,"Mécanicien, aéronef",7232,"Mechanic, aircraft"
7232,"Mécanicien, cellule",7232,"Mechanic, airframe"
7232,"Mécanicien, cellule et centrale électrique",7232,"Mechanic, airframe and power plant"
7421,"Mécanicien, équipement audiovisuel",7243,"Mechanic, audio-visual equipment"
7421,"Mécaniciens, guichets automatiques",7242,"Mechanic, automated teller machines"
7231,"Mécanicien, automobile",7231,"Mechanic, automobile"
7231,"Mécanicien, transmission automobile",7231,"Mechanic, automobile transmission"
7421,"Mécanicien, avionique",7243,"Mechanic, avionics"
7234,"Mécanicien, vélo",7231,"Mechanic, bicycle"
7231,"Mécanicien, autobus",7231,"Mechanic, bus"
7421,"Mécanicien, machine d’affaires: électronique",7243,"Mechanic, business machine: electronic"
7421,"Mécanicien, machine à calculer: électronique",7243,"Mechanic, calculating machine: electronic"
7422,"Mécanicien, ordinateur",7243,"Mechanic, computer"
7233,"Mécanicien, machines de construction",7233,"Mechanic, construction machinery"
3214,"Mécanicien, dentaire",7311,"Mechanic, dental"
7231,"Mécanicien, diesel : véhicule à moteur",7231,"Mechanic, diesel: motor vehicle"
7233,"Mécanicien, matériel de terrassement",7233,"Mechanic, earth-moving equipment"
7412,Mécaniciens et ajusteurs d'appareils électriques,7241,"Mechanic, electrical"
7421,Mécaniciens et réparateurs d'appareils électroniques,7243,"Mechanic, electronics"
7232,"Mécanicien, moteur: avion",7232,"Mechanic, engine: aircraft"
7233,"Mécanicien, moteur: diesel (sauf véhicule à moteur)",7233,"Mechanic, engine: diesel (except motor vehicle)"
7231,"Mécanicien, moteur: véhicule à moteur",7231,"Mechanic, engine: motor vehicle"
7233,"Mécanicien, moteur: vapeur",7233,"Mechanic, engine: steam"
7233,"Mécanicien, machinerie agricole",7233,"Mechanic, farm machinery"
7231,"Mécanicien, garage",7231,"Mechanic, garage"
7232,"Mécanicien, hélicoptère",7232,"Mechanic, helicopter"
7233,"Mécanicien, machines industrielles",7233,"Mechanic, industrial machinery"
7232,"Mécanicien, moteur à réaction",7232,"Mechanic, jet engine"
7412,"Mécanicien, ascenseur",7241,"Mechanic, lift"
7233,"Mécanicien, machine-outil",7233,"Mechanic, machine tool"
7233,"Mécanicien, machinerie minière",7233,"Mechanic, mining machinery"
7231,"Mécanicien, camion à moteur",7231,"Mechanic, motor truck"
7231,Mécaniciens et réparateurs de véhicules à moteur,7231,"Mechanic, motor vehicle"
7231,"Mécanicien, moto",7231,"Mechanic, motorcycle"
7231,"Mécanicien, tricycle motorisé",7231,"Mechanic, motorized tricycle"
7421,"Mécanicien, machine de bureau: électronique",7243,"Mechanic, office machine: electronic"
7234,"Mécanicien, perambulateur",7231,"Mechanic, perambulator"
7233,"Mécanicien, entretien d’usine",7233,"Mechanic, plant maintenance"
7232,"Mécanicien, systèmes pneudrauliques : aéronefs",7232,"Mechanic, pneudraulic systems: aircraft"
7232,"Mécanicien, motorisation : avion",7232,"Mechanic, powerplant: aircraft"
7233,"Mécanicien, machines d’impression",7233,"Mechanic, printing machinery"
7422,"Mécanicien, radio",7243,"Mechanic, radio"
7127,"Mécanicien, réfrigération",7233,"Mechanic, refrigeration"
7234,"Mécanicien, pousse-pousse: cycle",7231,"Mechanic, rickshaw: cycle"
7231,"Mécanicien, pousse-pousse : motorisé",7231,"Mechanic, rickshaw: motorized"
7232,"Mécanicien, composant de moteur de fusée",7232,"Mechanic, rocket engine component"
7233,"Mécanicien, navire",7233,"Mechanic, ship"
7231,"Mécanicien, petit moteur",7231,"Mechanic, small engine"
7422,"Mécanicien, télégraphe",7244,"Mechanic, telegraph"
7422,"Mécanicien, téléphone",7244,"Mechanic, telephone"
7422,"Mécanicien, télévision",7243,"Mechanic, television"
7233,"Mécanicien, machines textiles",7233,"Mechanic, textile machinery"
7231,"Mécanicien, tracteur",7231,"Mechanic, tractor"
7231,"Mécanicien, camion",7231,"Mechanic, truck"
7231,"Mécanicien, tuk-tuk",7231,"Mechanic, tuk-tuk"
7233,"Mécanicien, turbine",7233,"Mechanic, turbine"
7233,"Mécanicien, machine à écrire",7233,"Mechanic, typewriter"
7234,"Mécanicien, fauteuil roulant",7231,"Mechanic, wheelchair"
7412,"Mécanicien, fauteuil roulant : électrique",7241,"Mechanic, wheelchair: electric"
7233,"Mécanicien, machines à bois",7233,"Mechanic, woodworking machinery"
7231,Mécatronique,7231,Mechatronician
2423,"Médiateur, milieu de travail",2412,"Mediator, workplace"
1120,"Membre, conseil d’administration",1210,"Member, board"
1111,"Membre, Chambre d’assemblée",1110,"Member, house of assembly"
1111,"Membre, assemblée législative",1110,"Member, legilslative assembly"
1111,Membres des corps législatifs,1110,"Member, legilslative council"
1111,"Membre, gouvernement local",1110,"Member, local government"
1111,"Membre, parlement",1110,"Member, parliament"
9411,"Membre, équipe : restauration rapide (cuisine)",5122,"Member, team: fast food (cooking)"
3323,"Marchandiseur, achat",3416,"Merchandiser, buying"
5242,"Merchandiser, démonstration",5220,"Merchandiser, demonstrating"
3323,"Merchandiser, achat",3416,"Merchandiser, purchasing"
5242,"Merchandiser, ventes",5220,"Merchandiser, sales"
3432,"Merchandiser, visuel",3471,"Merchandiser, visual"
1420,"Commerçant, commerce de détail",1314,"Merchant, retail trade"
9612,"Marchand, ferraille",9161,"Merchant, scrap"
1420,"Marchand, commerce de gros",1314,"Merchant, wholesale trade"
9621,Messager,9151,Messenger
9331,"Messager, vélo",9331,"Messenger, bicycle"
8322,"Messager, voiture de conduite",8322,"Messenger, driving car"
8322,"Messager, voiturette de conduite",8322,"Messenger, driving van"
8321,"Messager, moto",8321,"Messenger, motorcycle"
9621,"Messager, bureau",9151,"Messenger, office"
9621,"Messager, à pied",9151,"Messenger, on foot"
9621,"Messagers, porteurs de bagages et livreurs de colis",9151,"Messenger, telegraph"
2146,Métallurgiste,2147,Metallurgist
2146,"Métallurgiste, extractif",2147,"Metallurgist, extractive"
2146,Métallurgiste-essayeur,2147,Metallurgist-assayer
2112,Météorologues,2112,Meteorologist
9623,Lecteur de compteur,9153,Meter-reader
2652,Mezzo-soprano,2453,Mezzo-soprano
2131,Microbiologiste,2211,Microbiologist
2114,Micropaléontologue,2114,Micropalaeontologist
3431,Microphotographe,3131,Microphotographer
110,Aspirant,110,Midshipman
3222,"Sage-femme, assistante",3232,"Midwife, assistant"
3222,"Sage-femme, professionnelle associée",3232,"Midwife, associate professional"
3222,Sages-femmes (niveau intermédiaire),3232,"Midwife, lay"
2222,Sages-femmes,2230,"Midwife, professional"
